restaurant_name,menu_category,menu_item,menu_description,categories,address1,city,zip_code,country,state,rating,review_count,price,ingredient_name
3rd cousin,a la carte,*maine lobster risotto,"pea tendrils, demi sec cherry tomatoes, parmigiano reggiano, yuzu",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"cherry tomatoes, maine lobster, parmigiano reggiano, pea tendrils, risotto, yuzu"
3rd cousin,a la carte,*northern halibut,"rock shrimp, wild rice, green garlic, fiddlehead, lobster nage",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"fiddlehead, green garlic, lobster, nage, rock shrimp, wild rice"
3rd cousin,a la carte,*snake river farms pork chop,"ginger & kumquat, campfire style gusanito beans, broccolini",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"beans, broccolini, ginger, kumquat, pork chop"
3rd cousin,a la carte,gigli,"morel mushrooms, asparagus, crème fraîche & essex goud; gluten-free pasta available",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"asparagus, crème fraîche, essex goud, gluten-free pasta, morel mushrooms"
3rd cousin,a la carte,housemade focaccia,"italian evoo $9,  taleggio cheese fonduta $12,  ramp butter $12",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"focaccia, italian evoo, ramp butter, taleggio cheese"
3rd cousin,a la carte,new york steak,"celery root puree, asparagus, alliums, local boletus mushroom jus",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"alliums, asparagus, boletus mushroom, celery root puree, jus, new york steak"
3rd cousin,a la carte,uni crème brûlée,"reserve caviar, yuzu tobiko, trout roe, crostini",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"crème brûlée, crostini, reserve caviar, trout roe, uni, yuzu tobiko"
3rd cousin,dessert,*hojicha & coconut milk panna cotta,"pine nut granola, matcha, triple delight blueberries, lime mousse",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"blueberries, coconut milk, granola, hojicha, lime, matcha, mousse, panna cotta, pine nut"
3rd cousin,dessert,chocolate soufflé cake,"griottes anglaise, candied almonds black sesame, cranberry amaretto ice cream",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"black sesame, candied almonds, chocolate soufflé cake, cranberry amaretto ice cream, griottes anglaise"
3rd cousin,dessert,eureka lemon cake,"kumquat, mascarpone & lemon curd, pistachio ice cream",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"eureka lemon cake, kumquat, lemon curd, mascarpone, pistachio ice cream"
3rd cousin,dessert,white chocolate & banana bread pudding,hazelnut chocolate sauce malted vanilla bean ice cream,New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"banana, bread, hazelnut chocolate sauce, ice cream, vanilla bean, white chocolate"
3rd cousin,happy hour menu,*burrata,"artichokes, hiiros cherry tomato, potato, kumquat, truffle vinaigrette, sunflower",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"artichokes, burrata, cherry tomatoes, kumquat, potato, sunflower, truffle vinaigrette"
3rd cousin,happy hour menu,*gigli,"morel mushrooms, asparagus, crème fraîche & essex gouda",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"asparagus, crème fraîche, essex gouda, morel mushrooms"
3rd cousin,happy hour menu,*green & white asparagus soup,"proscuitto, green garlic, pickled shishito",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"asparagus, green garlic, prosciutto, shishito peppers"
3rd cousin,happy hour menu,*meadowood farms little gems,"baby radish, feta, nori ranch, avocado",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"avocado, baby radish, feta, nori ranch"
3rd cousin,happy hour menu,a5 omi shiga dumpling,chili crunch & brown rice vinegar,New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"brown rice vinegar, chili crunch, dumpling"
3rd cousin,happy hour menu,pappardelle,"veal, wagyu & pork, san marzano ragu, buratta",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"burrata, pork, ragu, san marzano, veal, wagyu"
3rd cousin,happy hour menu,snap pea & kale fritters,"toma cheese, mint tzatziki, za’atar",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"kale, mint, snap pea, toma cheese, tzatziki, za'atar"
3rd cousin,happy hour menu,x*hamachi crudo & crab tartare,"namasu, cherry, yuzu-buttermilk, thai basil, ogo",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"buttermilk, cherry, crab, hamachi, namasu, ogo, thai basil, yuzu"
3rd cousin,happy hour menu,x*seared scallop (one),"rock shrimp, wild rice, green garlic, fiddlehead, lobster nage",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"fiddlehead, green garlic, lobster nage, rock shrimp, scallop, wild rice"
3rd cousin,happy hour menu,x*snake river farms flat iron steak,"celery root puree, asparagus, alliums, local boletus jus",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"alliums, asparagus, celery root puree, local boletus jus, snake river farms flat iron steak"
3rd cousin,tuesday -thursday 5 course,course 1 - southern fried wellfleet oysters,"radish - smoked aioli, aptenia",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"aptenia, radish, smoked aioli, wellfleet oysters"
3rd cousin,tuesday -thursday 5 course,"course 2 - (v) *creamy potato, green garlic & pablano soup","vegetarian. local black trumpet mushrooms, crispy prosciutto, kraut sprouts",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"black trumpet mushrooms, green garlic, pablano pepper, potato, prosciutto, sauerkraut sprouts"
3rd cousin,tuesday -thursday 5 course,course 3 - (v) *risotto,"local chanterelle, truffle butter, fresh perigord truffle.",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"chanterelle, perigord truffle, risotto, truffle butter"
3rd cousin,tuesday -thursday 5 course,course 3 - pappardelle,"local crab, thai basil, lemon panna, yellow curry",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"lemon panna, local crab, thai basil, yellow curry"
3rd cousin,tuesday -thursday 5 course,course 4 - (v) tamari marinated & grilled tofu,"brussels sprouts, butter beans, tamarind and date “butter” cauliflower, pumpkin seed romesco",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"brussels sprouts, butter beans, cauliflower, date, pumpkin seed, tamari marinated tofu, tamarind"
3rd cousin,tuesday -thursday 5 course,course 4 - charcoal grilled prime ny steak,"boletus jus, celery root, alliums asparagus",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"alliums, asparagus, boletus jus, celery root, prime ny steak"
3rd cousin,tuesday -thursday 5 course,course 4 - local black cod,"wild rice, fiddlehead ferns, new zealand spinach, lobster nage",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"black cod, fiddlehead ferns, lobster, new zealand spinach, wild rice"
3rd cousin,tuesday -thursday 5 course,course 5 - (v) *dark chocolate pot d’creme,"griotte, candied pecans",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"candied pecans, dark chocolate, griotte"
3rd cousin,tuesday -thursday 5 course,course 5 - (v) *hojicha & coconut panna cotta,"brokaw citrus, lime mousse, pine nut granola",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"brokaw citrus, coconut, hojicha, lime mousse, panna cotta, pine nut granola"
3rd cousin,tuesday -thursday 5 course,course 5 - (v) *persimmon sorbet,"pineapple, mint",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"mint, persimmon, pineapple"
3rd cousin,tuesday -thursday 5 course -extras,(v) house made rosemary foccacia,"with olive oil $7,  with tallegio cheese fonduta $12",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"focaccia, olive oil, rosemary, tallegio cheese"
3rd cousin,tuesday -thursday 5 course -extras,*lobster risotto,"pea tendrils, reggiano, yuzu; if served “animal style $62",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"lobster, pea tendrils, reggiano, risotto, yuzu"
3rd cousin,tuesday -thursday 5 course -extras,*signature dish uni crème brulee,"medocino uni, reserve caviar, yuzu tobiko, trout roe, crostini.",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"caviar, crostini, trout roe, uni, yuzu tobiko"
3rd cousin,tuesday -thursday 5 course -extras,a5 miyazaki dumpling,"chili crunch, black vinegar",New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"black vinegar, chili crunch, miyazaki dumpling"
3rd cousin,vegan chefs tasting,"casarecce, cauliflower, san marzano",add black perigord truffle $25,New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"black perigord truffle, casarecce, cauliflower, san marzano tomatoes"
3rd cousin,vegetarian chefs tasting,porcini mushroom & truffle ravioli,add summer truffle $25,New American,919 Cortland Ave,San Francisco,94110.0,US,CA,4.1,476.0,$$$$,"pasta, porcini mushroom, summer truffle, truffle"
aedan koji kitchen,double protein,proteins,(add $6 for double protein)  (add $7 for double protein for bento box),Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"beef, chicken, tofu"
aedan koji kitchen,lunch (takeout only),aedan bento box,"choice of today's miso soup or amazake drink (4oz. cup, add $2 for 8oz. cup) ",Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"amazake, miso soup, protein (likely chicken, tofu or fish), rice, vegetables"
aedan koji kitchen,lunch (takeout only),aedan bento box,"main protein- choose one of shio koji marinated entrees- salmon, chicken or tofu (add $6 for double protein)",Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"chicken, rice, salmon, tofu, vegetables"
aedan koji kitchen,lunch (takeout only),aedan bento box (side1),egg roll,Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"cabbage, carrot, egg, ginger, soy sauce"
aedan koji kitchen,lunch (takeout only),aedan bento box (side2),pickled vegetables,Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"cabbage, carrot, cucumber, ginger, rice, vinegar"
aedan koji kitchen,lunch (takeout only),aedan bento box (side3),amazake dessert,Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"amazake, chicken, rice, vegetables"
aedan koji kitchen,soup,miso,aedan miso with house-special broth ingredients changes daily,Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"broth, ginger, green onion, miso, seaweed, tofu"
aedan koji kitchen,today's special bento box,main entree,changes daily (add $7 for double protein),Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"beef, chicken, mirin, rice, soy sauce, vegetables"
aedan koji kitchen,today's special bento box,special bento box,"soboro with shio koji salmon, svcrambled eggs and green beans",Japanese|Specialty Food,613 York St,San Francisco,94110.0,US,CA,4.9,30.0,$$,"green beans, salmon, scrambled eggs, shio koji, soboro"
al carajo,available 11-9pm,"birria pizza (10"" tortilla)","contains gluten. beef cooked in its own broth with spices, cheese, onions, cilantro, radish, chile de árbol salsa.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"beef, cheese, chile de árbol, cilantro, onions, radish, salsa, tortilla"
al carajo,available 11-9pm,ceviche yucateco,"tiger shrimp, tomatoes, onions, cilantro, mango, habanero, olive oil and lime.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"cilantro, habanero, lime, mango, olive oil, onions, tiger shrimp, tomatoes"
al carajo,available 11-9pm,cochinita pibil (two tacos),"slow-cooked pork marinated, pickled onions, habanero, and handmade corn tortilla. (two tacos)",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"corn tortilla, habanero, onions, pork"
al carajo,available 11-9pm,panucho habanero octopus,"flash fried tortilla stuffed with black beans, habanero octopus, cabbage, pickled onions.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"black beans, cabbage, habanero, octopus, pickled onions, tortilla"
al carajo,available 11-9pm,pastor negro (two tacos),"marinated in recado negro (charred chiles seasoning), onion, cilantro, grilled pineapple on corn tortilla (two tacos)",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"charred chiles, cilantro, corn tortilla, onion, pineapple, recado negro"
al carajo,available 11-9pm,principe maya burrito,"contains gluten. authentic poc-chuc (pork in citrus marinade), cabbage, onions, tomatoes, lettuce, avocado, black beans and salsa tamulada.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"avocado, black beans, cabbage, lettuce, onions, pork, salsa, tomatoes"
al carajo,available 11-9pm,quesabirria,"10"" flour tortilla, cheese, birria, two salsas on the side and complementary broth",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"birria, broth, cheese, flour tortilla, salsa"
al carajo,available 11-9pm,salbute,contains gluten. puffy flash-fried tortilla with traditional poc-chuc (pork in citrus marinade).,Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"marinade, pork, tortilla"
al carajo,available 11-9pm,valencia fish tacos(two tacos),". fried mahi-mahi . hand-made tortillas . achiote powder . pickle sauce, cabbage, onions, serrano peppers, tomatoes and cilantro (two tacos)",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"achiote powder, cabbage, cilantro, mahi-mahi, onion, pickle sauce, serrano pepper, tomato, tortilla"
al carajo,available 11-9pm,veggie tacos (two tacos),"vegan. seasonal vegetables, onions, spices, and handmade corn tortilla. (two tacos)",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"corn tortilla, onions, seasonal vegetables, spices"
al carajo,breakfast available 10-2 pm every day,breakfadilla,"flour tortilla,scramble eggs,mix jack&cheddar cheese with a side of salsa on the side.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"flour tortilla, mixed jack and cheddar cheese, salsa, scrambled eggs"
al carajo,breakfast available 10-2 pm every day,chilaquiles,"corn tortilla chips,red spyci salsa, chicken tinga, scramble eggs,topped with sour cream and cotija cheese.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"chicken tinga, corn tortilla chips, cotija cheese, red spicy salsa, scrambled eggs, sour cream"
al carajo,breakfast available 10-2 pm every day,huevos motulenos,"tostadas,black beans,two eggs over easy,peas,ham,cotija cheese,traditional fried tomatoes sauce.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"black beans, cotija cheese, eggs, ham, peas, tomatoes, tostadas"
al carajo,breakfast available 10-2 pm every day,torta de chilaquiles,"served on the classic, crusty bolillo roll, onto which goes a substantial scoop of soft, lingering chilaquiles, chicken tinga, scrambled eggs, queso cotija, and other toppings like pickle onions and sour cream.",Mexican,3224 1/2 22nd St,San Francisco,94110.0,US,CA,4.8,182.0,$$,"bolillo roll, chicken tinga, chilaquiles, pickled onions, queso cotija, scrambled eggs, sour cream"
al's super cafe,beverages,orange juice,fresh squeezed.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,orange
al's super cafe,breakfast,biscuit & gravy,two homemade biscuits smothered in country gravy served with two eggs and homemade hash brown.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"biscuit, egg, gravy, hash brown"
al's super cafe,breakfast,chicken fried steak,"most popular. come with country gravy, two egg any style, homemade hash brown, and toast.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"chicken fried steak, country gravy, eggs, hash browns, toast"
al's super cafe,breakfast,corned beef hash & eggs,"fresh corned beef hash, two egg any style, homemade hash brown, and choice of toast.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"corned beef, eggs, hash browns, toast"
al's super cafe,breakfast,egg benedict,two poached eggs with canadian bacon on english muffins and topped with hollandaise sauce. served with homemade hash brown.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"canadian bacon, egg, english muffin, hash brown, hollandaise sauce"
al's super cafe,breakfast,eggs (2 pcs.) any style,most popular. comes with homemade hash brown and choice of toast.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"eggs, hash brown, toast"
al's super cafe,breakfast,eggs florentine,"two poached eggs with fresh spinach, tomatoes, and avocado on english muffins and topped with hollandaise sauce. served with homemade hash brown.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"avocado, eggs, english muffins, hash browns, hollandaise sauce, spinach, tomatoes"
al's super cafe,breakfast,hamburger patty & eggs,comes with homemade hash brown and choice of toast.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"eggs, hamburger patty, hash brown, toast"
al's super cafe,breakfast,hot link sausage & eggs,comes with homemade hash brown and choice of toast.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"eggs, hash brown, hot link sausage, toast"
al's super cafe,breakfast,pancakes delight,"most popular. four mini pancakes, choice of ham, sausage or bacon and two eggs any style and homemade hash brown.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bacon, egg, ham, hash brown, pancake, sausage"
al's super cafe,breakfast,pork chops & eggs,comes with homemade hash brown and choice of toast.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"eggs, hash browns, pork chops, toast"
al's super cafe,breakfast,tex-mex potatoes,"topped with melted cheddar, tomatoes, avocado and onion.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"avocado, cheddar, onion, tex-mex potatoes, tomato"
al's super cafe,breakfast omelettes,chicken omelette,"grilled chicken, spinach and cheddar cheese.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"cheddar cheese, chicken, spinach"
al's super cafe,breakfast omelettes,crab meat & cheese omelette,"crab meat with cheese, mushrooms and onion.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"cheese, crab meat, mushrooms, onion"
al's super cafe,breakfast omelettes,denver omelette,"ham, bell pepper, onions and cheddar.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bell pepper, cheddar cheese, ham, onions"
al's super cafe,breakfast omelettes,meat lover omelette,"comes with ham, sausage and bacon.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bacon, egg, ham, sausage"
al's super cafe,breakfast omelettes,mission street omelette,"spinach, bacon, onion and cheddar.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bacon, cheddar, onion, spinach"
al's super cafe,breakfast omelettes,shrimps & cheese omelette,"shrimps, cheese, mushrooms and onion.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"cheese, mushroom, onion, shrimp"
al's super cafe,breakfast omelettes,sicilian style omelette,"fresh spinach, tomatoes, onions, pesto and feta.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"feta, onion, pesto, spinach, tomato"
al's super cafe,breakfast omelettes,veggie omelette,"mushrooms, spinach, tomatoes, bell pepper and pepper jack.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bell pepper, mushrooms, pepper jack, spinach, tomatoes"
al's super cafe,"breakfast pancakes, french toast & waffles",french toast,most popular.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bread, cinnamon, eggs, milk, sugar, vanilla extract"
al's super cafe,breakfast scramblers,al's big scramble,"three eggs scrambled with ground chuck, bell peppers, mushrooms, onion, tomatoes, and cheddar cheese.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bell peppers, cheddar cheese, eggs, ground chuck, mushrooms, onion, tomatoes"
al's super cafe,breakfast scramblers,mediterranean style scrambler,"spinach, avocado, tomatoes and feta cheese.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"avocado, feta cheese, spinach, tomatoes"
al's super cafe,breakfast scramblers,original jo's special scrambler,"all natural ground beef, mushrooms, spinach, onion and cheddar cheese.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"cheddar cheese, ground beef, mushrooms, onion, spinach"
al's super cafe,breakfast side order,bacon,most popular.,American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,bacon
al's super cafe,burgers,bacon cheeseburger,"choice of cheese with bacon, lettuce, tomatoes, onion and pickle.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"bacon, cheese, lettuce, onion, pickle, tomato"
al's super cafe,burgers,classic burger,"all natural ground angus beef, lettuce, tomatoes, onion and pickle.",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"angus beef, lettuce, onion, pickle, tomatoes"
al's super cafe,burgers,double patty cheeseburger,"choice of cheese with lettuce, tomatoes, onion and pickle.
",American|Breakfast & Brunch|Burgers,3286 Mission St,San Francisco,94110.0,US,CA,3.6,195.0,$$,"beef patty, cheese, lettuce, onion, pickle, tomato"
